Variable 1,Variable 2,Correlation Coefficient,p Value,Absolute Value of Correlation,Correlation Strength,Direction
road_density_upstream,wetlands_upstream_pct,0.42322725610280076,2.1219607726696843e-4,0.42322725610280076,Moderate,Positive
forest_upstream_pct,thermal_sensitivity,-0.4073377250174763,3.8345531868966276e-4,0.4073377250174763,Moderate,Negative
veg_cover_upstream_pct,wetlands_upstream_pct,-0.4070926158240662,3.8688344477844083e-4,0.4070926158240662,Moderate,Negative
high_cascades_upstream_pct,veg_cover_upstream_pct,0.40700752486138125,3.88080072799335e-4,0.40700752486138125,Moderate,Positive
veg_height_upstream_m,wetlands_upstream_pct,-0.4013509887756626,4.756481163723514e-4,0.4013509887756626,Moderate,Negative
lakes_upstream_pct,upstream_area_km2,0.3913354072893033,6.760326048418364e-4,0.3913354072893033,Moderate,Positive
mean_air_temp_c,veg_cover_upstream_pct,-0.3831048272281046,8.951652069375537e-4,0.3831048272281046,Weak,Negative
forest_upstream_pct,upstream_area_km2,0.3794140380014569,0.001012901043866421,0.3794140380014569,Weak,Positive
shrub_upstream_pct,upstream_area_km2,0.37268239732924413,0.0012643089171404664,0.37268239732924413,Weak,Positive
forest_upstream_pct,mean_stream_temp_c,-0.37127741993708996,0.0013234049481838372,0.37127741993708996,Weak,Negative
mean_air_temp_c,wetlands_upstream_pct,0.3675015316810458,0.0014947799769104986,0.3675015316810458,Weak,Positive
mean_air_temp_c,veg_height_upstream_m,-0.3442134681869719,0.0030696571339616785,0.3442134681869719,Weak,Negative
mean_stream_temp_c,wetlands_upstream_pct,0.3425837472214141,0.0032218197226629997,0.3425837472214141,Weak,Positive
road_density_upstream,shrub_upstream_pct,-0.32915504476390745,0.004754362486582897,0.32915504476390745,Weak,Negative
mean_air_temp_c,thermal_sensitivity,0.32741178814206023,0.00499454453155157,0.32741178814206023,Weak,Positive
burned_upstream_pct,high_cascades_upstream_pct,0.3239597096565021,0.005502037783184033,0.3239597096565021,Weak,Positive
forest_upstream_pct,shrub_upstream_pct,-0.3212338571315579,0.005934401091253871,0.3212338571315579,Weak,Negative
mean_stream_temp_c,upstream_area_km2,0.31879863656826807,0.006345716620916653,0.31879863656826807,Weak,Positive
high_cascades_upstream_pct,lakes_upstream_pct,0.31354388526569704,0.007319720648530481,0.31354388526569704,Weak,Positive
high_cascades_upstream_pct,upstream_area_km2,0.3122810849086152,0.007572483115649398,0.3122810849086152,Weak,Positive
road_density_upstream,veg_height_upstream_m,-0.290808820583233,0.013203909326895191,0.290808820583233,Weak,Negative
road_density_upstream,veg_cover_upstream_pct,-0.2847955238011171,0.015320244439000374,0.2847955238011171,Weak,Negative
burned_upstream_pct,road_density_upstream,-0.2792296887551432,0.017533201656402486,0.2792296887551432,Weak,Negative
upstream_area_km2,veg_height_upstream_m,0.2750337642292109,0.019377776503316735,0.2750337642292109,Weak,Positive
forest_upstream_pct,wetlands_upstream_pct,-0.27015659189063496,0.021727957593483893,0.27015659189063496,Weak,Negative
shrub_upstream_pct,veg_cover_upstream_pct,-0.2577065973247526,0.028852121454238766,0.2577065973247526,Weak,Negative
upstream_area_km2,veg_cover_upstream_pct,0.257186957360602,0.029187879724371202,0.257186957360602,Weak,Positive
forest_upstream_pct,road_density_upstream,-0.2495839214130999,0.034488792102753685,0.2495839214130999,Weak,Negative
burned_upstream_pct,thermal_sensitivity,-0.24352306143016214,0.03927050455648251,0.24352306143016214,Weak,Negative
thermal_sensitivity,wetlands_upstream_pct,0.23553679911380548,0.04640007976003213,0.23553679911380548,Weak,Positive
mean_air_temp_c,upstream_area_km2,0.23543995262302603,0.04649267650852473,0.23543995262302603,Weak,Positive
agricultural_upstream_pct,shrub_upstream_pct,-0.23264598324968455,0.04923026308605838,0.23264598324968455,Weak,Negative
developed_upstream_pct,shrub_upstream_pct,-0.2173978130455162,0.06659410680532396,0.2173978130455162,Weak,Negative
mean_air_temp_c,shrub_upstream_pct,-0.2171037718267216,0.06697206036270842,0.2171037718267216,Weak,Negative
burned_upstream_pct,mean_air_temp_c,-0.2019946137856481,0.08883554567120466,0.2019946137856481,Weak,Negative
burned_upstream_pct,forest_upstream_pct,-0.19871942072592516,0.09424585929096052,0.19871942072592516,Weak,Negative
agricultural_upstream_pct,upstream_area_km2,-0.18201677488593213,0.12595559721467464,0.18201677488593213,Very Weak,Negative
developed_upstream_pct,upstream_area_km2,-0.18183109991353652,0.12634889433626162,0.18183109991353652,Very Weak,Negative
lakes_upstream_pct,veg_cover_upstream_pct,-0.1817759973110704,0.12646579262724278,0.1817759973110704,Very Weak,Negative
mean_stream_temp_c,road_density_upstream,0.17453031168413743,0.14256650264462478,0.17453031168413743,Very Weak,Positive
lakes_upstream_pct,road_density_upstream,0.1667501355082952,0.16151874497155028,0.1667501355082952,Very Weak,Positive
lakes_upstream_pct,thermal_sensitivity,-0.15386186555194964,0.19690788011752036,0.15386186555194964,Very Weak,Negative
shrub_upstream_pct,veg_height_upstream_m,-0.15070674092896427,0.20635930556363302,0.15070674092896427,Very Weak,Negative
forest_upstream_pct,mean_air_temp_c,-0.14331466927615089,0.22975368201975144,0.14331466927615089,Very Weak,Negative
high_cascades_upstream_pct,wetlands_upstream_pct,-0.13560353804646857,0.25606047875179394,0.13560353804646857,Very Weak,Negative
burned_upstream_pct,wetlands_upstream_pct,-0.13528012398800182,0.2572068009599471,0.13528012398800182,Very Weak,Negative
high_cascades_upstream_pct,mean_air_temp_c,-0.1306223210087851,0.2741028648402435,0.1306223210087851,Very Weak,Negative
high_cascades_upstream_pct,shrub_upstream_pct,0.12559296996192965,0.29316226561063874,0.12559296996192965,Very Weak,Positive
mean_stream_temp_c,shrub_upstream_pct,0.12227636129149001,0.30619602906259114,0.12227636129149001,Very Weak,Positive
forest_upstream_pct,lakes_upstream_pct,-0.1081759485827919,0.36573202836104457,0.1081759485827919,Very Weak,Negative
high_cascades_upstream_pct,road_density_upstream,0.09054104694640376,0.4494238229355003,0.09054104694640376,Very Weak,Positive
lakes_upstream_pct,veg_height_upstream_m,-0.09035648989146773,0.45035230051759356,0.09035648989146773,Very Weak,Negative
burned_upstream_pct,veg_cover_upstream_pct,-0.08814207582773198,0.4615752086913192,0.08814207582773198,Very Weak,Negative
road_density_upstream,upstream_area_km2,-0.07982892653263403,0.5050398492126786,0.07982892653263403,Very Weak,Negative
burned_upstream_pct,veg_height_upstream_m,0.06427719303286493,0.59166843711558,0.06427719303286493,Very Weak,Positive
upstream_area_km2,wetlands_upstream_pct,0.06169434553970914,0.6066768384352883,0.06169434553970914,Very Weak,Positive
shrub_upstream_pct,wetlands_upstream_pct,-0.057022447724969054,0.6342376518459913,0.057022447724969054,Very Weak,Negative
lakes_upstream_pct,mean_stream_temp_c,0.034982940471349006,0.7704898131379729,0.034982940471349006,Very Weak,Positive
road_density_upstream,thermal_sensitivity,-0.025284195983681253,0.8330258860340551,0.025284195983681253,Very Weak,Negative
burned_upstream_pct,mean_stream_temp_c,-0.023765099312797924,0.8429259261146189,0.023765099312797924,Very Weak,Negative
agricultural_upstream_pct,lakes_upstream_pct,0.022559659925722397,0.8507992425190576,0.022559659925722397,Very Weak,Positive
shrub_upstream_pct,thermal_sensitivity,0.01767321448277069,0.8828564688028959,0.01767321448277069,Very Weak,Positive
developed_upstream_pct,lakes_upstream_pct,0.015463007376319208,0.8974214956344766,0.015463007376319208,Very Weak,Positive
thermal_sensitivity,upstream_area_km2,-0.004405605090907665,0.9707013153903921,0.004405605090907665,Very Weak,Negative
lakes_upstream_pct,mean_air_temp_c,-0.002804688685750529,0.9813454821558056,0.002804688685750529,Very Weak,Negative
