Variable,thermal_sensitivity,mean_stream_temp_c,mean_air_temp_c,channel_slope,solar_exposure,elevation_m,base_flow_index,summer_mean_max_air_temp_c,summer_max_air_temp_c,annual_precip_mm,summer_precip_mm,summer_mean_air_temp_c,wet_season_precip_mm,developed_upstream_pct,lakes_upstream_pct,agricultural_upstream_pct,burned_upstream_pct,road_density_upstream,high_cascades_upstream_pct,wetlands_upstream_pct,veg_cover_upstream_pct,veg_height_upstream_m,forest_upstream_pct,shrub_upstream_pct,upstream_area_km2,burned_reach_pct,agricultural_reach_pct,wetlands_reach_pct,lakes_reach_pct,high_cascades_reach_pct,developed_reach_pct,road_density_reach,veg_cover_reach_pct,veg_height_reach_m,developed_buffer_pct,agricultural_buffer_pct,burned_buffer_pct,wetlands_buffer_pct,lakes_buffer_pct,high_cascades_buffer_pct,road_density_buffer,veg_height_buffer_m,veg_cover_buffer_pct
summer_precip_mm,0.4344204324449728,0.23358767850740145,-0.45422294826328774,0.1305001741369232,0.11326975351233284,-0.13530291584541476,-0.256704703553852,-0.6231082232980041,-0.8172636183797868,0.2393007060488605,1,-0.3720829245540956,0.2106727568071795,0.04979552818504803,-0.06493451989432365,0.015104135710325114,0.0027694146682722236,-0.3805358159044209,-0.6058966626815565,-0.06048931989779961,-0.0323542894917315,-0.2610052051393111,-0.25946267608087165,0.16105504403238763,-0.19256591285461463,0.2125269877361865,0.03967783284292071,-0.11052082784113329,0.23025010279888983,-0.481599982056562,0.016657273257063725,-0.39694742428872415,-0.08255198704796315,-0.1084449734393952,-0.020539070902359943,-0.18415848892080242,0.13809427538638486,-0.19285169153237378,0.19315568085894877,-0.4213954147880656,-0.151444713830186,0.04942183054712464,0.09924572610032742
summer_mean_air_temp_c,0.3893606096971082,0.6875768936816379,0.9179972196605286,-0.5090198459956778,0.20815709494677326,-0.7668987925934391,-0.6372021583923353,0.9198739083583962,0.7509046753622722,-0.7941360953407208,-0.3720829245540956,1,-0.7838429001077569,0.6382243753294888,0.01762301284157531,0.6403446914945786,-0.21959878172891312,0.47856431209075245,-0.22698601139411392,0.44156962243702863,-0.3535494079349944,-0.367105404973528,-0.10632292515779102,-0.21076756061957658,0.32407355672309385,-0.1671318177889536,0.66157398135999,0.4387871047760334,0.32277771086808765,-0.4007593377218888,0.6661331245359031,0.5235858918892838,-0.6386561382547564,-0.5946863091900514,0.5891429429410133,0.7644129468885553,-0.0845392008929779,0.39017431673288133,0.31480100904577163,-0.33337561896658574,0.22059828725557162,-0.6145965682910407,-0.5851975750466073
wet_season_precip_mm,-0.4988903929718069,-0.6416183651690291,-0.6847743471125095,0.35563026623853505,-0.2064201741205157,0.8467006549998278,0.7827877092080403,-0.7063222735094971,-0.5111697251395211,0.9954002283802692,0.2106727568071795,-0.7838429001077569,1,-0.8414918254172571,-0.004735983341337424,-0.836115489087354,0.35826911259609345,-0.5538867327168642,0.32750359290493253,-0.5143562658454964,0.4685261325204219,0.5302276279378045,0.2666838216557995,0.18332998271671525,-0.11775867890057144,0.3327589234750237,-0.8556349759189766,-0.4632149328106084,-0.48975850595343967,0.39568414031971205,-0.8586736694157102,-0.32836901104910177,0.7252126927632578,0.7433538658375034,-0.7004853045971369,-0.7757488582239739,0.25691768714752705,-0.47300852414794153,-0.500727925993299,0.3471977585322472,-0.014056390682269526,0.6151112114988208,0.4637096128100373
developed_upstream_pct,0.6787821641145126,0.6733465789220039,0.5890088175488624,-0.17579874223944245,0.23369832629830228,-0.8049959678395944,-0.898360633435193,0.5649863748967615,0.3158333976046726,-0.8341802989196638,0.04979552818504803,0.6382243753294888,-0.8414918254172571,1,0.015463007376319208,0.9356359946214342,-0.4385343849258223,0.4668356426187701,-0.5948882351048018,0.5253048960812424,-0.6682100081280715,-0.7579685148343295,-0.49755753857362656,-0.2173978130455162,-0.18183109991353652,-0.37534006305551953,0.8879296640408619,0.47430482736745105,0.5479902093719149,-0.4401638659202405,0.9148602670173172,0.153927796456527,-0.7269036619402292,-0.8033127928583776,0.7676015438339282,0.7920656319632342,-0.24363418788462657,0.4567178774489926,0.5530908480581267,-0.36601921987356717,-0.0575533232627494,-0.5171555129788225,-0.3114049045978053
lakes_upstream_pct,-0.15386186555194964,0.034982940471349006,-0.002804688685750529,-0.3331430409396797,-0.2293656386069578,-0.03925585092247743,0.029205465463325527,0.03943431027072793,0.035825942010661325,-0.022955021297298737,-0.06493451989432365,0.01762301284157531,-0.004735983341337424,0.015463007376319208,1,0.022559659925722397,0.46089805288659763,0.1667501355082952,0.31354388526569704,0.5838266782885115,-0.1817759973110704,-0.09035648989146773,-0.1081759485827919,0.4405073435404303,0.3913354072893033,0.2498358699335456,0.07496145399118184,0.2340282807895977,0.21695608288389018,0.21004911984608568,0.08770441224455695,0.10211360000250996,-0.10789318402903317,-0.015029014735605846,0.05068032441039908,0.06613807584291567,0.16180919995063073,0.14578151591487784,0.13005293928278233,0.1581789945879156,-0.10976478620341759,-0.15267417112976656,-0.23550288899738206
agricultural_upstream_pct,0.649228091817847,0.6567617409591086,0.6090523134660926,-0.19738769264006703,0.1859780421614981,-0.7663291647993873,-0.8594940634126232,0.5857578150677897,0.34810174756953965,-0.8277772995490225,0.015104135710325114,0.6403446914945786,-0.836115489087354,0.9356359946214342,0.022559659925722397,1,-0.4295316238370851,0.44830712300949543,-0.5661867432474387,0.5410802020721924,-0.6635796424735161,-0.733966527278993,-0.5067094469577047,-0.23264598324968455,-0.18201677488593213,-0.3817505022642224,0.9360143593495944,0.4793099739375417,0.5039104240251017,-0.43003934030390006,0.8551790179788726,0.1793064063857309,-0.7164606225290692,-0.8040794569820546,0.7226050310929949,0.7982494603123773,-0.25266229652660094,0.45134395869010907,0.4825078158737446,-0.3576001485807992,0.012774773186204529,-0.5274795154770454,-0.31223042317671723
burned_upstream_pct,-0.24352306143016214,-0.023765099312797924,-0.2019946137856481,-0.3008095382771911,-0.45557485044012447,0.2036244357172459,0.37733370377530673,-0.21813506706940589,-0.06758868771485994,0.3608139801291004,0.0027694146682722236,-0.21959878172891312,0.35826911259609345,-0.4385343849258223,0.46089805288659763,-0.4295316238370851,1,-0.2792296887551432,0.3239597096565021,-0.13528012398800182,-0.08814207582773198,0.06427719303286493,-0.19871942072592516,0.871427158117893,0.45040600747971044,0.6159713023023152,-0.34080192335828335,-0.0037970742168285166,-0.20310531035732485,0.2777623370744336,-0.29142494295238336,0.019219571466597925,0.05770675758390726,0.2353095122981202,-0.2726020509575703,-0.18382809429880148,0.4822567566882824,-0.06488492775690329,-0.1934105810305917,0.23163990434473408,-0.11822217791901041,0.03004676684690257,-0.2867208360311818
road_density_upstream,-0.025284195983681253,0.17453031168413743,0.5045136426861642,-0.08359937607463826,0.10487553935353233,-0.35177204828240927,-0.3385676764789563,0.5170938850668763,0.4697842007197326,-0.5683594437679959,-0.3805358159044209,0.47856431209075245,-0.5538867327168642,0.4668356426187701,0.1667501355082952,0.44830712300949543,-0.2792296887551432,1,0.09054104694640376,0.42322725610280076,-0.2847955238011171,-0.290808820583233,-0.2495839214130999,-0.32915504476390745,-0.07982892653263403,-0.2475890153267071,0.42371064742617814,0.15561717159965843,0.24714032973275635,-0.059171862458000796,0.4921424262548044,0.36625607433397106,-0.4160609790299441,-0.4233935834373668,0.46382051168702687,0.46516568436879085,-0.24081019924565447,0.24407765107070653,0.2628790905520621,-0.027023766755109774,0.27623579800388026,-0.44127484681687124,-0.31407988878460497
high_cascades_upstream_pct,-0.7781816949824829,-0.6049739501812771,-0.1306223210087851,-0.06667046707637782,-0.3328455803957967,0.5675439341341766,0.7293147989625869,-0.021658094012700108,0.24320308341993668,0.31010292194040595,-0.6058966626815565,-0.22698601139411392,0.32750359290493253,-0.5948882351048018,0.31354388526569704,-0.5661867432474387,0.3239597096565021,0.09054104694640376,1,-0.13560353804646857,0.40700752486138125,0.6168257945236799,0.4523005396703762,0.12559296996192965,0.3122810849086152,0.049861940309301175,-0.5078296304439126,-0.18880604537648882,-0.3872770708559242,0.7142435802501117,-0.4865662101009659,0.21011531010363382,0.44229846311166315,0.4997099977834782,-0.38307287033486154,-0.36401460121779494,-0.016222118755028842,-0.07410937619197028,-0.3295336711171699,0.5612335665226431,0.09998495382189464,0.18792120179654415,0.09768793438004222
wetlands_upstream_pct,0.23553679911380548,0.3425837472214141,0.3675015316810458,-0.21571119459509466,0.18990671038773477,-0.4893437425800077,-0.490408980334941,0.3922516448258988,0.261267857582771,-0.5108978949432157,-0.06048931989779961,0.44156962243702863,-0.5143562658454964,0.5253048960812424,0.5838266782885115,0.5410802020721924,-0.13528012398800182,0.42322725610280076,-0.13560353804646857,1,-0.4070926158240662,-0.4013509887756626,-0.27015659189063496,-0.057022447724969054,0.06169434553970914,-0.1618434309932077,0.5158600030986391,0.35878364809237734,0.39431091035684906,-0.20358113734459835,0.4970723875460818,0.26200778810139846,-0.4376467818222743,-0.4094820717143741,0.42134512452228223,0.49435534979330464,-0.13249108847063848,0.2895714533175364,0.30240820214081754,-0.20741350177813786,0.049583358283274155,-0.35302397206918296,-0.2813495298985358
veg_cover_upstream_pct,-0.4855812910416477,-0.463213068364525,-0.3831048272281046,0.1235002785835905,0.04512088280640474,0.4668065673093121,0.5491589817892373,-0.32601931667761647,-0.2212698923490186,0.45032282451612765,-0.0323542894917315,-0.3535494079349944,0.4685261325204219,-0.6682100081280715,-0.1817759973110704,-0.6635796424735161,-0.08814207582773198,-0.2847955238011171,0.40700752486138125,-0.4070926158240662,1,0.9061675992025211,0.8446163316815648,-0.2577065973247526,0.257186957360602,0.07440842941052782,-0.569959365421378,-0.45257182016718345,-0.25893880134318226,0.10633632828727446,-0.5450654447948775,-0.10931633199045264,0.5930356941910929,0.5749937731259518,-0.5118246274285769,-0.5564561592489597,-0.04236498247038399,-0.4573472865224832,-0.24127171494923708,0.0868247122956836,0.04097005388381827,0.3556606150791376,0.3030785456646887
veg_height_upstream_m,-0.6586379610906958,-0.6077882822046434,-0.3442134681869719,0.1100067594103085,-0.0870739773331011,0.6264019920611178,0.7310005561983939,-0.2560845229402704,-0.0558802962145959,0.508229283989152,-0.2610052051393111,-0.367105404973528,0.5302276279378045,-0.7579685148343295,-0.09035648989146773,-0.733966527278993,0.06427719303286493,-0.290808820583233,0.6168257945236799,-0.4013509887756626,0.9061675992025211,1,0.847768065161043,-0.15070674092896427,0.2750337642292109,0.086299277082466,-0.6549551651736921,-0.4444957160905132,-0.39126998983150113,0.34487947631986926,-0.6465716338966221,-0.05079880740774344,0.6780514131495612,0.7017535447449428,-0.5689638708717688,-0.5928416796662391,-0.03055167005075769,-0.4199109687381833,-0.35652568604594137,0.2799968532612282,0.01141101422098479,0.44450340820293877,0.33335745597276434
forest_upstream_pct,-0.4073377250174763,-0.37127741993708996,-0.14331466927615089,-0.025365932449742005,0.05773514204800642,0.3320333545189807,0.4766798548575501,-0.044758236380900374,0.026037939166610746,0.2431387055718476,-0.25946267608087165,-0.10632292515779102,0.2666838216557995,-0.49755753857362656,-0.1081759485827919,-0.5067094469577047,-0.19871942072592516,-0.2495839214130999,0.4523005396703762,-0.27015659189063496,0.8446163316815648,0.847768065161043,1,-0.3212338571315579,0.3794140380014569,-0.03685549287379415,-0.43128728514191966,-0.3167055956929244,-0.19178211876115664,0.18292926473489032,-0.42492555670575205,-0.010518105135863761,0.5027299555489362,0.5204686356823487,-0.34923350620335897,-0.42835092361516386,-0.10054829616734864,-0.3140633201463843,-0.16856993048194677,0.1328229324467417,0.031755070676226495,0.2685568626907129,0.2300882109417348
shrub_upstream_pct,0.01767321448277069,0.12227636129149001,-0.2171037718267216,-0.30216024380064527,-0.35440941156510186,0.031199993576090105,0.18016308283527335,-0.2554461018939897,-0.19272244783703824,0.19503839814067953,0.16105504403238763,-0.21076756061957658,0.18332998271671525,-0.2173978130455162,0.4405073435404303,-0.23264598324968455,0.871427158117893,-0.32915504476390745,0.12559296996192965,-0.057022447724969054,-0.2577065973247526,-0.15070674092896427,-0.3212338571315579,1,0.37268239732924413,0.49990485032738513,-0.14900266693519873,0.060652977056756596,-0.10643151208862567,0.1294391499984205,-0.12494607864263216,-0.05926581158970925,-0.11746636756688769,0.037842054064195885,-0.16351456176632584,-0.11135540669673538,0.39309393763116257,0.04085587621282806,-0.1024066652392304,0.11237463250780266,-0.19777118172878136,-0.028514220933199875,-0.2697191197240243
upstream_area_km2,-0.004405605090907665,0.31879863656826807,0.23543995262302603,-0.7548007650065203,-0.16644556590488077,-0.2472643673963242,0.0347666681882381,0.25084222752560614,0.23720582718316666,-0.12573468664803608,-0.19256591285461463,0.32407355672309385,-0.11775867890057144,-0.18183109991353652,0.3913354072893033,-0.18201677488593213,0.45040600747971044,-0.07982892653263403,0.3122810849086152,0.06169434553970914,0.257186957360602,0.2750337642292109,0.3794140380014569,0.37268239732924413,1,0.274921473537022,-0.03311868755934932,0.08386095950320209,-0.043615766169758284,-0.002129445006178909,0.009221460357084222,0.33153498332556075,-0.10868569026674613,0.04327166629794553,-0.030794185942692624,0.04892120329081649,0.1883815975329719,0.036981164984490826,0.03501140524549245,-0.014693412850038763,0.09873428406462263,-0.31312863538457575,-0.49985126230830057
burned_reach_pct,-0.08320302557454584,0.0029183330414360486,-0.18755404526171407,-0.12710209784915857,-0.16890303292675463,0.1071936925722765,0.2712673283540212,-0.265065007906746,-0.2504529843534434,0.31778431869211066,0.2125269877361865,-0.1671318177889536,0.3327589234750237,-0.37534006305551953,0.2498358699335456,-0.3817505022642224,0.6159713023023152,-0.2475890153267071,0.049861940309301175,-0.1618434309932077,0.07440842941052782,0.086299277082466,-0.03685549287379415,0.49990485032738513,0.274921473537022,1,-0.32665780368992525,-0.1594914202737137,-0.037321873246828105,-0.04070973949405593,-0.2632233433761234,-0.13152634104120386,-0.009916277665657914,0.1620142111480526,-0.21163033798516692,-0.23984637378317328,0.8189729025207227,-0.2512328324969706,-0.11346344002431581,0.00990430919498329,-0.012737389751746039,0.055636300102201344,-0.26153955737193185
agricultural_reach_pct,0.61451324597154,0.7013566543568445,0.6054756825618729,-0.32395920758353625,0.09466904136947916,-0.8053669707099376,-0.8460314761228444,0.581688335716318,0.3305484996989712,-0.8481622585135646,0.03967783284292071,0.66157398135999,-0.8556349759189766,0.8879296640408619,0.07496145399118184,0.9360143593495944,-0.34080192335828335,0.42371064742617814,-0.5078296304439126,0.5158600030986391,-0.569959365421378,-0.6549551651736921,-0.43128728514191966,-0.14900266693519873,-0.03311868755934932,-0.32665780368992525,1,0.5100765806341828,0.6155973493060729,-0.43004768499222235,0.8904792804976606,0.20471359171138254,-0.7654607634970894,-0.8303282238271374,0.7287660958482094,0.8356416833741634,-0.18992553911718385,0.4828185612896164,0.5731679111403322,-0.35760708762451976,-0.05325138722111043,-0.5972328700539936,-0.40280714336758056
wetlands_reach_pct,0.21157795842117938,0.3784511316412988,0.38292658420644426,-0.22617190646506427,-0.20003414282959356,-0.4170872603692994,-0.4115477563564934,0.40598821743502084,0.3024024777132559,-0.4480719639287877,-0.11052082784113329,0.4387871047760334,-0.4632149328106084,0.47430482736745105,0.2340282807895977,0.4793099739375417,-0.0037970742168285166,0.15561717159965843,-0.18880604537648882,0.35878364809237734,-0.45257182016718345,-0.4444957160905132,-0.3167055956929244,0.060652977056756596,0.08386095950320209,-0.1594914202737137,0.5100765806341828,1,0.4394182034428412,-0.10611176497125892,0.5316951656110848,0.40347526785764976,-0.4495913808127736,-0.47532380949719066,0.45390037105749886,0.48291494429201204,-0.011367515330661875,0.8922599293228133,0.3818749034858701,-0.12363429032536462,-1.4719486560401253e-4,-0.47729820637151815,-0.4065462654865261
lakes_reach_pct,0.3473413764039266,0.3835502288690935,0.21718833744661417,-0.09720526429239054,0.07941535623567926,-0.5236466615059617,-0.5361502978798995,0.17153915347409618,-0.05356954509562876,-0.4853944961781691,0.23025010279888983,0.32277771086808765,-0.48975850595343967,0.5479902093719149,0.21695608288389018,0.5039104240251017,-0.20310531035732485,0.24714032973275635,-0.3872770708559242,0.39431091035684906,-0.25893880134318226,-0.39126998983150113,-0.19178211876115664,-0.10643151208862567,-0.043615766169758284,-0.037321873246828105,0.6155973493060729,0.4394182034428412,1,-0.3671760535056015,0.6484610560202103,0.07077823141592639,-0.41778307650836655,-0.4396554260122088,0.5676430621321551,0.4625441842377289,-0.050765345993513684,0.33500202824608405,0.7866633259948321,-0.35764873037140027,-0.1322275682486457,-0.3349755626759686,-0.17109194878449788
high_cascades_reach_pct,-0.5931309100756962,-0.6316975957159455,-0.23333359738962745,0.1878079802072153,-0.49780647573590925,0.6307542456074874,0.6435583315339822,-0.12660804947930318,0.1267439922668615,0.3831320896018284,-0.481599982056562,-0.4007593377218888,0.39568414031971205,-0.4401638659202405,0.21004911984608568,-0.43003934030390006,0.2777623370744336,-0.059171862458000796,0.7142435802501117,-0.20358113734459835,0.10633632828727446,0.34487947631986926,0.18292926473489032,0.1294391499984205,-0.002129445006178909,-0.04070973949405593,-0.43004768499222235,-0.10611176497125892,-0.3671760535056015,1,-0.44017227988348057,-0.023019645359873307,0.49703615805090007,0.5276676142312637,-0.33998682445554895,-0.3199541504454285,0.033633521231194195,-0.007695546994367259,-0.33999879786033826,0.8758044650902321,-0.06655916076516047,0.42584974139505505,0.31963652647379426
developed_reach_pct,0.57011428269670406,0.7164513696063897,0.597836429334206,-0.2789159544972928,0.14280960714098903,-0.8345551480290726,-0.8651155939903609,0.5699417549693225,0.3367048614267313,-0.851888022309938,0.016657273257063725,0.6661331245359031,-0.8586736694157102,0.9148602670173172,0.08770441224455695,0.8551790179788726,-0.29142494295238336,0.4921424262548044,-0.4865662101009659,0.4970723875460818,-0.5450654447948775,-0.6465716338966221,-0.42492555670575205,-0.12494607864263216,0.009221460357084222,-0.2632233433761234,0.8904792804976606,0.5316951656110848,0.6484610560202103,-0.44017227988348057,1,0.2994276372746076,-0.7504649238610943,-0.7982083935044231,0.8424394673398685,0.8248548723892613,-0.17125009201144403,0.5048133544784236,0.6868007873839834,-0.3660262165229962,-0.04129859390781462,-0.6099346597438411,-0.4362837881509184
